idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
195,445,5.604656006908044,-0.767616506840568,-0.7976700959966365,0.47243681436367335,-0.009683245510509182,0.044730209290628827,0.8801754936188032
277,464,3.0480022311629424,0.7577978906097793,0.9533520193350484,0.9478738302673005,0.0059375659486978535,-0.0105633572622407,0.31841539329679397
652,175,-6.460906549696012,1.379549329031878,7.248557803246131,-0.19310055938441398,0.10299025325288745,0.9397300435207071,0.26270254472483195
9,196,1.6788901684378388,-1.06740973182408,-0.07322229403760705,0.6159585660052257,-0.00534462912080822,0.0002869506032033603,0.7877603681092992
176,196,-4.560574975970667,-2.333708846155787,-1.885780762997456,0.8855435708776683,0.050538110276312366,0.025818153990935233,-0.4610768985878903
277,465,2.1063304967019576,3.758873437795046,-0.4706093248265688,-0.025060253405971837,0.05462837668056413,0.9827233680669119,-0.17505001004198725
653,278,-2.4811884838370712,-1.505115795163249,-0.18393472638075714,0.995121090696544,0.0045048917873825554,0.00018821612994271214,0.098558030497738
11,279,-0.04966201745802745,3.8087887588020566,0.19582799681259244,-0.5020547593319324,4.4585808562909594e-05,0.0011248254094507603,0.8648351007053653
174,466,-4.162633011001162,2.2732356233755127,-0.10082868446460225,-0.032031166972159256,-0.045518767364481585,-0.023024608648619816,0.9981843084103245
278,442,4.970397582079229,-1.2489841389058967,-0.327708978496446,0.2816942465604525,0.006792442080167547,-0.017596471798325016,0.9593188095547681
465,630,2.9864790196643907,-0.10967853974684161,0.6486189254450694,0.7823422753529818,0.0118897201590756,0.017910970690411875,0.6224776268099804
654,467,2.6643845753278583,-1.6622892687882995,2.272019196392648,0.9376386359442119,0.022468521107045218,-0.007029743859324716,-0.346813403208717
12,442,-6.80884246533077,-0.5291379641798457,-1.1687686176328729,0.7024440356395987,0.007475955857611469,-0.010746238284207243,0.7116185812927514
197,442,-3.568650747675265,0.06717972417893259,-0.011503040990099578,0.9945020881288362,-0.01657591238516928,-0.017209313883954417,-0.10195428069300073
442,467,1.210870385402743,-4.421513073153822,-0.19303308815053355,-0.3740095668181961,0.010925297599532424,-0.04985474952221913,0.9260194305471693
655,467,-1.097696825546184,-1.2290853594151951,-0.07470987004715643,-0.12136027963664811,0.007018062434063685,0.005673639555679976,0.992567498531147
172,281,0.1130087928732415,-2.3203060621183793,-0.16084069578139312,0.9782101388691329,0.031827002481370915,0.0044043148250359175,-0.2051159870356393
199,468,-3.754969869553271,2.260533812150875,-0.20372673816828146,0.9689414050043353,0.000869249384368283,-0.011242450572040942,0.24703320703676157
656,468,-1.947307224451059,0.17912145064180526,-0.11300591987725106,0.8983247951189008,0.006287225882050819,0.00517384490220749,0.43925649066828937
200,282,1.8115798950696842,-0.36164422783982264,0.08681183034572193,0.7223764457933645,0.0003567958347627816,0.007787991231152673,-0.691456065453375
13,201,1.5581083330325782,2.61950741824694,-0.8440013154140615,0.0019111090462591432,0.017944810696641555,-0.00483897207867207,0.9998254426551151
201,282,1.71899242018183,3.8137060323786427,-1.4521489131346799,0.09749657956573017,-0.03438231973290317,0.010297957649867996,0.9945884702383239
658,470,1.3738480724114375,0.8106982419781659,-0.13809476154445335,0.2723592389139688,-0.002754962828245306,-0.002106738133775643,0.9621893871855242
16,470,-3.808119102243836,3.956369500281653,-0.4609995828655542,0.626873537577085,0.012077635474715872,-0.03627740073170715,0.7781822722235981
659,17,2.2388378444011323,-0.42373015794873936,-0.177926103635329,0.9984957903366641,0.04357688399037054,-0.015347455700393427,-0.02952401505849909
17,203,-3.543792183510959,0.5211505641927943,-0.12250605845474638,0.9739597182465323,0.010762484581967368,-0.0021331264397691737,-0.22645548333027937
660,204,-1.0907163046326787,-1.2216199847071039,-0.06281352421575548,0.8336987138552824,-0.008150304411233909,0.004715194277972322,0.5521392885830289
204,285,4.559296535066096,-1.0992879173028314,-0.275024279343107,0.9670975343510316,-0.0030817968037265076,0.005449161854432559,0.2543288584012832
661,286,-2.5127565638760383,1.4412555488432162,-0.9876646380400309,0.9804280596977735,-0.0029102960580101155,-0.005547600464129833,-0.19677798165243054
662,288,0.8606792921491433,3.236607850441942,0.22255502381716497,-0.155163668455504,-0.007251913170386084,0.001347204827483497,0.987861240653743
165,287,1.9802939564688131,-3.039126858297095,-2.1662363324796843,0.7396853925963266,0.009119769867815219,-0.017421911132572986,0.6726654642462812
663,288,2.2845247072109487,-0.9422004979023768,-0.12128428424355775,-0.3845060756589512,-0.003263644160973594,0.0034338502381083247,0.9231103049368942
165,289,-2.0166705353185534,1.5397470622265246,-0.6948840728132382,0.9992505671245385,0.0007871437090117496,-0.0025201824407500347,0.03861778329390437
664,20,-0.3926993150253111,4.265217702046357,2.9760191534605838,0.42214843615138303,0.004148068650393105,0.001304958997015293,0.9065162924423529
20,290,3.8858266865026962,2.8302171705290675,0.6326855135848746,-0.039031633454309676,0.9990763295113129,0.0035542903531451285,-0.017617787039707563
207,290,0.009253669762983918,-1.5840954463928938,0.4675620004918528,0.8901490131666305,0.001374946077146899,0.004629110870977166,0.4556439566309455
290,477,-3.7547285547769462,13.635487644886856,0.8470456414158516,-0.0036998315750933434,0.042118128083302446,0.025660956998821365,0.9987761960614495
208,291,-2.684345046756789,-1.4998416434973478,-1.6741018371135397,0.7259700944349493,-0.009355363515555043,0.0024346803439622092,-0.6876583246723806
23,478,0.6717037199620588,-1.7349483879491316,-0.13911654204634294,-0.611242329818203,7.075347476479943e-05,0.0033364296885938366,0.791436464581519
211,292,-0.8392542747315019,-1.772434425947722,-0.7021366185431361,0.9991288505562604,-0.004996155891148747,0.00362293042020362,0.04127290621712285
669,26,-3.08022368907789,-2.93786050382867,1.4625531289515763,-0.06311608185595427,0.9952618287916644,-0.005801405549437312,-0.0737332764433758
26,481,2.10841765358005,-0.04390239384540906,-0.13939023833859165,0.5563791393380711,0.0007656119420515941,-0.00011184432990775779,0.8309281886171797
670,213,2.83291403381736,-0.2598417489680287,-0.07227622340769813,0.7978102063232412,0.0050532627699191555,0.00628353502617664,0.6028547556496676
213,482,-0.8969077053099568,9.777847004006617,-0.5751530771661493,0.9933585165282585,-0.00666447673439244,-0.012745277772115223,0.11415778679155424
27,483,1.384428929133719,-7.934047963004559,0.04487740310582922,0.4127787786008672,0.017042708765999812,-0.011169822357389034,0.910603350028539
672,29,7.032280807771031,-2.361302464649441,0.008866163693937779,0.7130983791488735,-0.011547578094592356,-0.0048050677698548375,0.700952399538746
29,296,1.0979336251039058,11.705223466240568,0.038069175789132714,-0.7024056441395913,-0.038956718216215054,-0.062171638182069215,0.707985432471902
297,484,0.7431784258727792,-0.023389428522498146,-0.1765626762242286,-0.5311806145501472,0.0013259935688094719,-0.003102684569124541,0.8472518927778492
673,301,-2.523939231003169,-12.439648820654838,-1.4666662114905193,0.13527300344519763,-0.6301506372901292,0.763921722729381,0.032171266744323655
30,300,4.165216957917437,4.882927427675895,-0.9285965031731394,-0.17771903352199625,0.01961370125150518,-0.0031791552174557985,0.9838806537478658
31,299,-0.8934695020761865,2.553387223451864,-0.043333510662250774,-0.09129964465242324,-0.0032015484590397774,0.018260450011112612,0.9956508830605221
32,298,1.4915134547045454,-1.0005013016052544,0.07246329323970713,0.9895796829681072,-0.026116802283045956,-0.004691896946982613,0.14152013919682166
216,300,-4.877280964876263,4.2398176454080385,0.31319995571493564,-0.7065529336573683,0.001805936973022372,0.013875021550404,0.7075218542976549
217,485,-2.0032482937326677,-4.887050720260504,0.22651697622352174,0.9106323072210156,-0.0009526254953139781,-0.006941730016988991,-0.41315820932708897
218,487,-2.9442786762135356,-1.914222444727784,-0.20879316468926845,0.9901371359944605,-0.006846846751268695,0.0015186521519091566,0.13992593151340182
300,485,0.27746083645615727,1.5070252837613225,2.0217644666809065,0.05502980177495987,0.002249583983836279,0.9982892913292613,-0.019625267025688484
674,33,-1.939510092837736,1.546084347879514,3.0349758053853293,-0.0004974881208282139,0.00021977469643783833,0.9999981993925962,-0.0018180803662377846
674,302,-5.805810385849327,-2.3282674398296876,-1.2184455942151544,0.9999623248364647,-0.008253872621300935,-0.0025734315456113805,-0.000774560832877445
31,303,-3.602558965775631,-5.818483411023296,-0.4501212166473802,0.9811882711449817,0.012767783247356586,-0.02336978135582928,0.19120777598688543
33,219,-0.24770215642638505,0.20191539311781526,-0.16807832223662444,0.7099857598228375,-0.01651156466248361,0.010549497722732944,0.7039433906067892
33,488,3.0616486526729334,1.3630307753226933,1.0214731818253824,0.8860685653374306,-0.004492744253378885,-0.006430791867068799,-0.4634878182713152
34,302,-1.3045227816328406,-0.8496768989716657,-0.144128028439809,0.582763754811512,-0.014411318718528144,-0.013270248491659463,0.8124054532533311
218,303,1.5317256318048749,4.812211767304689,0.3136244474126215,-0.12158986485475197,0.05618213850531938,0.06433028327033652,0.9888989264489726
219,489,-2.0028337963674403,-3.323146540723819,0.5953805241548631,0.896129435334626,-0.022379151262947993,-0.0523900650724277,0.4401209944973102
221,299,-2.1487176791997626,0.7428752497944515,0.793772206758149,0.6912150293322532,0.003897008456471579,0.015861752943155318,0.7224645329314601
300,489,6.0247542479482945,-1.0711132395081222,-2.2158091628671173,0.3018746454109437,0.04108101383384202,-0.06511576343204284,0.950233648169261
675,32,-0.15654859914502595,1.7838298622518778,-0.16411186032928526,0.354346403862311,-0.001053178658244085,0.005552582152202363,0.9350971530894556
675,487,-4.05404466872622,4.344608125951453,-4.462524784545758,0.9024790791089189,0.008994808312019351,-0.012692731859868613,-0.4304526684225353
676,489,4.17242793738842,8.07993365265429,-16.3994576541063,-0.05427805038735646,-0.00660185017408562,0.9975883527151013,-0.04275262971557758
678,36,-2.9092349602191803,-5.510918559495401,2.0092535560753246,0.8105769292717805,0.0007602498507567075,-0.009414004303701694,0.5855560095118701
33,490,0.0715416562743485,0.8598391914274544,0.05261185968083737,-0.4548833654420759,-0.04264371545789963,-0.01512967006960009,0.8894007704402003
35,490,-3.745748736897378,0.05963340077797241,0.05084860284820117,0.7885814444667316,-0.00188860458036034,0.0032240139474375195,0.6149189738083943
222,303,-3.1971447825437282,2.885438700928273,0.2522902403588456,0.9572708372909039,-0.007218134792049878,-0.007184925175391927,0.2890135281482853
679,36,-0.5225169259130911,-2.374745694633372,2.196392531268262,0.7826075168092675,0.00563494798065985,-0.0007437647416232256,0.6224894929305202
35,491,-6.478563739865498,2.00812189338909,0.12107337093862713,0.2669977243529096,-0.008137759053636211,0.025592458342204197,0.9633229044011957
223,491,-0.6804697325696774,-1.798418292045569,0.1118296256511247,-0.22237675988108718,-0.0029745520452406746,0.0017346207935811362,0.9749547270492215
680,306,1.1901285727853974,-2.5923259386088375,-0.3234483911906172,0.8100162714460407,0.0028085149820332757,0.005256326969526104,-0.5863771169333257
37,306,-0.8521674401006898,-0.12338379758924406,0.019305354695551807,-0.10204257045541357,0.000544799098881342,0.0007387286979721925,0.9947796094053721
224,492,1.1911311881232254,-0.9814629534831125,-0.051451882007196525,0.7185197116350601,0.0014457431605020535,-0.00027985854699602987,0.6955050362849844
681,307,-12.733375078765675,-5.8913413502741605,28.472158630844206,0.9053084747630078,-0.2639529309869847,-0.30615624970703076,-0.13043682958038638
38,492,2.987516499226331,0.9402604584174696,3.1324469572282396,0.04688173242175707,0.9907716562254614,0.012709681233792824,-0.12653889674059282
307,493,-1.4993729878915474,0.2736202499040701,-0.26245371253492067,-0.2716516718014519,-0.003802730135032041,0.0019405640782632436,0.9623861712753641
38,494,0.3901786361625881,-2.754438643984031,-0.2724116132982317,0.8556531715907812,0.0025713467932207278,-0.0021468789206563793,-0.5175388188659921
307,494,2.582610962621402,-0.3100826305044393,-0.06287300194446743,0.9839548902038527,-0.0009735206937810169,-0.003811391778890164,0.1783740440593607
39,227,-0.473317651078105,-0.13546181434139726,0.026410336779917998,0.9138066366983014,0.0003353072685483467,0.000846766429510869,-0.4061484965893485
40,309,4.759193719998698,-3.9877419676249395,-0.8981091219290951,0.9787703524853544,-0.036664333286716325,0.009353199211726358,-0.20143694155948969
685,497,0.8399997334345244,-0.9770361138507724,-0.2964035945502985,0.6137547077973524,-0.009090349685080785,0.0058821185361325615,0.7894225262055272
42,310,-0.4341198363690637,0.3413212273735553,-0.6424908907993085,0.9915682599171521,-0.008208139576130716,-0.008229036474590012,-0.12906314473260688
686,43,-1.2794958747309337,0.26360228933639096,-0.20767096897245452,-0.6625565447124042,-0.014750380568925678,0.007491075905164656,0.7488291761901474
42,230,4.837334260729657,-6.154865273904225,3.741050826502368,0.14929854144851248,0.7522852641307591,0.6346575886037958,-0.09479753224992585
44,311,-1.467386033211369,1.9961450103437528,-0.34493096177357074,0.9277211928989288,0.005045398595647091,0.014563088786182182,-0.3729555585377503
687,230,2.848663261747788,-0.9568931193920207,-0.012971695845876319,-0.644926665671529,0.002592448795369786,-0.001605849464985071,0.7642383766617211
688,231,-3.271365270149545,-0.5993897400276182,-0.11693191851918527,0.3821415007434511,0.003698086233276199,-0.010519820879469243,0.9240365419919377
231,313,0.8945596036501229,-0.42120028007775545,-0.03424397461481021,-0.31055059828192727,-0.010501508577638796,-0.005477605490879052,0.9504830561679767
689,233,-0.6126403280068189,1.0741939502768219,-0.35105195493679275,0.9977780886274868,-9.22264970068715e-07,0.0024668677430203837,0.066579279190803
690,47,-2.1369029284687713,1.975534803350456,-0.02099567064169605,0.9291006257465004,0.001990124316249617,-0.017971467428160807,0.369384749280673
46,502,-1.0553701999597251,0.6844420765992254,0.1285875316370948,0.7915811171491727,-0.004467089465136596,0.006464225922309292,0.6110135791189943
234,502,1.49932000041008,-0.5636987920152023,0.10790739405729255,0.5588268195512768,-0.006032218029373036,0.001220115484374198,0.8292615446371884
691,503,0.23441014973320762,-0.2874669778105764,-0.10705502892913366,0.9998976801283567,0.0009095756752732926,-0.002855648725836572,0.013987394910276034
234,317,0.5707029215991497,0.09477222105488181,-0.2959624859449832,0.8021103690194762,0.015146919566235251,-0.007868145266388677,-0.5969318378417764
692,236,-2.9490637417141032,0.8122403021921127,-1.2191410674510834,0.6567115515778894,-0.0007188164199521338,0.0019040054891817251,0.7541391092432569
236,504,8.031585793942213,-0.8217564464066527,0.7860346806901362,0.07057672494097354,-0.00933159070410862,0.9942316697936195,0.08021991081351337
236,319,1.8021961545240401,3.1581521073956615,-0.40147440882582686,-0.16951451526040998,-0.02529733395656592,0.02550614663017464,0.9848727382229636
694,238,-1.0756213839048467,-0.731443840544773,-0.07447879499841675,0.9348640071056732,-0.0026999301219024757,0.00015069401506577127,0.3549957406603277
320,506,-1.3099348473505983,4.071962888782178,-3.199902206535378,-0.602147502771301,-0.0023022564203224265,0.003763520855216339,0.7983726701437328
239,507,1.8578830051264958,-0.524128184762958,-0.3163766559578107,0.3423059013168565,0.009797524210488068,0.003537408728326488,0.9395308218374148
697,509,-0.28817028327366856,0.7952447482199574,0.7592723834073682,0.7780387493030058,-0.004363397156141278,-0.004143835043391638,-0.6281874672256726
698,322,-0.3858622097635589,-3.6185796597928856,-0.12651402191852412,0.6471731457521417,0.007327726567461141,-0.010580554157910912,0.7622343968323267
699,510,2.4043815265044977,2.4985692897817513,-0.4845367784326673,0.7903202519242069,0.0018201274973074755,-0.00505463561100636,0.612670414817944
700,326,5.8912680505869375,0.13757828436009412,-0.22658828444759527,0.8922536499726333,-0.009606952071260258,-0.008074547181675483,-0.451360091579024
702,59,-3.427085344516854,-1.7270614905282855,-0.03572301711210457,0.017133791359682085,-0.0004294030604654952,0.9998381063957792,0.005478120622719829
59,327,-2.543281841345779,-3.6861496070417914,-1.05239116811072,0.9716879720013063,0.01359054654574438,-0.0007644322738977854,-0.23587538607467107
246,327,-3.071556267264338,-0.3411439665622851,-0.5094280710177763,0.9312451451523888,0.04067452164849683,0.03529027301360001,-0.3603923688834128
328,515,-1.1705623232230664,1.8856915200376534,0.17387975569948821,-0.5216598291336185,-0.005274936269371366,0.008937937377055742,0.853090447133879
247,328,0.49089827846071543,-2.162507959721019,0.08985871504682863,0.9937748320328189,-0.0005214004997256708,-0.003571362487272466,-0.1113488065928233
60,330,-0.14209177740849555,2.485037834616378,-1.2318857788595778,0.9992527512768105,0.01305807481763382,-0.036372667542729734,0.0006743912870472504
705,330,2.0073321744134063,0.46338391982096816,-0.48553571512736227,0.8760564003101559,0.00521882970560881,0.0028177073011971224,0.48217217652792926
62,330,-2.246673795726188,2.7509784740486056,-0.17118849394126592,-0.041785334982707804,-0.0037578745869608853,-0.0012986767999542703,0.9991187004543258
249,517,-0.5683663388401377,-0.3370858223768458,-0.11267616811743864,0.9406081291277869,0.003505515881091371,0.0025918383994894896,-0.3394662592229794
706,332,-3.389463009661995,-0.28073240342200734,-0.4608364354119203,0.4694995002107987,0.003292944467743557,0.00026476540644557607,0.8829265573748601
63,517,2.95212992047891,2.9516753854695708,0.4008931014391237,0.5413683112256935,-0.0039903269876664085,0.00319407295402797,0.8407700201536307
332,518,-1.5978172178542316,-1.9108314487607139,-1.1521396133152133,0.027592579290632017,-0.004121881658994986,0.00245069660177963,0.999607749942869
63,333,-1.7266682898625731,-2.077832840033807,-0.05046969015074865,0.933455073612968,-0.026623189505529707,-0.0022615770296859974,0.35769780065874035
251,332,1.6568423561984673,-3.640330241556512,0.5847103700766638,0.9959230447695966,0.014598872153593625,-0.013565953298878889,0.08797799008724627
708,252,-0.5415742254272118,2.6340168580827594,-0.19422719331208782,-0.6116385293085236,0.005279969870258415,0.005929229792905211,0.7910975133430381
65,333,-2.306900399213191,2.583155019208789,1.0235860315829086,0.6071676770888712,0.0045171614757575865,0.02467841966846527,0.7941775511517392
709,252,-2.698079756970401,-0.6230643601847987,0.005279182591152676,0.33422927337323005,0.0014634491414315983,0.01054735929606474,0.9424316443906651
66,252,-2.7382605467445025,1.5548178784001827,0.06091148522066556,0.687269882435206,-0.006540265532680623,0.012750664405065346,0.7262608031427069
253,335,-0.3442217516324495,0.4543690254322783,0.007821795184075775,-0.2762212678650633,-0.00038958715815702886,0.005737607204239449,0.9610768643893335
710,254,2.751594539222424,0.4795413805208284,0.7418919674429603,0.6216022972560569,0.0033344264129553628,0.00048826713501673474,0.7833257478480418
711,336,-2.2164449548472476,1.9298807666405082,-0.0966342062407648,0.889193293621341,-0.00016974147469513829,0.000771564567028768,0.4575310508094312
68,336,9.635592877744784,1.7755141006637132,-3.3072746172994414,-0.06011690434916105,0.9369348563321286,0.32133838751484944,0.12361502137978299
337,522,-0.54372370056808,-2.6235429868102074,4.687594716982858,-0.01206626390324983,-0.007670314625988421,0.9981777829304467,0.058623248059227244
256,337,0.7912338088444812,2.3213180042803288,-0.16583633235495654,0.950290428518944,0.0003366499253790386,-0.006737614728045167,-0.3112918127414953
713,257,-1.8518463389627868,-0.4558013198657136,-0.22527448785422166,0.7693487800209275,0.004461272067859139,0.0014788181277060966,-0.6388116818192917
70,257,-0.03495046775788069,0.5076168241794221,1.3001982923533433,-0.692210142150868,0.0037616100572175778,0.023676877697522393,0.7212977019620602
339,525,-6.296193640705383,3.6390012346964795,-2.1775450538464014,0.10922726844864787,0.017296013755522404,0.00411947003197622,0.9938577774018129
70,526,-9.832978981081396,2.366079132305458,-11.524312423325341,0.08125089258870166,0.9548409227301138,-0.28459007735836506,0.02618382329996542
258,526,-1.4949175800082513,-2.2207689069436665,-0.05443808989221899,0.7035073280042341,-0.012460947991902189,-0.0015002620380160764,0.710577169231677
715,527,-0.13368733558309032,2.687587238931883,1.2755156886979933,-0.024195356084382367,0.002922379522975926,-0.016405752866967195,0.9995683546985377
258,341,2.948757106438279,-0.5494281414430588,0.30880124080067617,-0.3510028662103369,-0.0032106575000849027,0.022137091247228725,0.9361071673594094
716,259,-1.6736692815138667,-3.17553383338236,-0.9771761062975202,-0.012881435601146496,0.9995357193540749,-0.0012518842997048711,0.027583457685461863
259,528,3.5070956711748096,-0.13389789787943318,-0.7336704225543036,0.9986611457108233,0.007743586513009708,-0.0007173664818018763,0.051141356071110214
717,342,-1.026310155427588,-2.6083412887252972,-0.0410500375533116,0.9904322534743629,-0.008957760087016715,-0.0023117902258239674,0.13768938026540295
720,264,0.8280089125096683,-1.7195454905746503,-0.44045269932110903,-0.68354779073595,-0.013371648932522028,-0.006696949964017651,0.7297525386362195
721,347,0.7611287166776037,-3.1012385112117045,-0.2264167806114301,0.8036234830822925,0.0033858052259218975,-0.0022142025732736176,-0.5951242988390081
264,532,-0.87738339214593,-0.8646920225610302,-0.4055060433604467,-0.08755159622792422,-0.00504163246227824,-0.0021694485496126592,0.9961448656862356
722,79,-0.07214094831520868,0.7489728706299408,-1.3695948045639241,0.4408929144203156,0.0015670908779453693,-0.0004237554824106229,0.8975582447236679
79,348,-2.2301275333640933,-4.353364290741624,0.037856008150134096,0.4659042824249277,0.0009925881406923735,0.002653780130532874,0.8848305893434714
348,533,10.204338686864787,0.6459544809323035,-4.045264735894997,-0.03070281945962596,-0.0024011886629349273,0.0026642444951565157,0.9995221223022053
80,349,0.38260503943490387,0.6347504004234121,-0.09455054751413547,0.07178074653758292,-0.0017246275072109933,0.000999722949634213,0.9974184431022382
724,267,0.3885236944258761,0.6116573789987694,0.4069489327869604,-0.5005766642199551,0.001749215647463817,-0.0001594030237888219,0.8656904285445907
725,82,-1.6783143760277532,-0.4508632629953935,0.03872957316882131,0.9510715212143799,-0.002984636978034658,0.002715091719303173,-0.3089444638669393
81,351,3.890365494415164,1.08547350592562,-8.997414177985775,-0.4844215729035203,-0.005259910026024071,-0.015003465108619336,0.8746902132109011
82,538,1.2860344302181528,5.101538736608994,-1.4437406954148955,0.010125004647212867,0.0004019540815808223,0.016482524124393647,0.9998128070355466
84,536,-8.243792946625035,3.0914946613584107,5.099567359073262,0.06094215850541168,0.9638365978472409,-0.259062810267048,0.013839302854432857
352,537,5.1843570564008905,7.763857562681192,-1.4043570945619581,0.9861746316790853,-0.07567794636639279,-0.0028622449885752185,-0.14739149168120697
726,539,1.8483812789363945,-1.2934106036719761,-0.531302997227364,-0.45434443533613106,-0.012738164540512265,-0.021086602923237517,0.8904853892234217
85,538,-0.9597505051642656,-0.7476506183284073,-0.9724628556796233,0.8975825315125064,-0.012684553504174698,-0.023851975314938167,-0.4400179365657446
727,352,-2.5990787517455534,-0.24914781292094468,-0.09148429147914072,0.7230631352187954,-0.0039414438180712386,-0.0007719881716356292,0.6907702740726889
728,353,0.9517983030154317,-1.6288632694830625,-0.23698799702443515,0.857176382362474,0.011828142171588424,0.0016753114518119143,-0.5148843927565584
729,87,2.758297580294311,0.7061610713426489,-0.13400273819274844,0.8185514960998486,0.02085750876183961,0.0025210047982987013,-0.5740488281459655
730,543,-2.216746923879623,-0.8977271750105871,-0.23585282291824772,-0.4524999941515154,0.007065782028448426,0.003058027213677551,0.8917311694040785
731,543,-0.36657559066497925,-0.455202687648125,0.4179949811841652,0.49939255336295346,0.0057979887031705864,5.0889762991533256e-05,0.8663564268722543
89,358,2.477475174313497,0.5191391512505845,-0.23723232192407284,0.9959839254470659,0.0010358188055530906,-0.0001613452278237067,-0.08952609283428428
90,359,-2.7244364219368435,1.646241433700368,0.8292901163458737,-0.34869857263228593,-0.0025436278966009065,-0.0033228760647430584,0.9372255832487654
735,92,-0.09874040052414695,0.570384551772495,0.2205224022426196,-0.3584152078201165,-0.001583413219301014,0.0052887703250470135,0.933545960579493
736,548,-0.9859791971498453,-1.1199802193732467,0.9769290906742754,0.7383263587480028,-0.0013240864540088873,0.0036252986943185626,0.6744325703747965
361,548,1.3908423339954012,1.2716922674843048,-0.08415878566308077,-0.13387836220211308,0.0011835301244199623,-0.0007322924017786455,0.9909967947164928
737,549,-4.0165518038994605,0.4892473440435221,-1.3604947759646664,0.9073812372390094,-0.004924500162246777,0.005609066249224301,-0.42024228485549636
738,95,-3.2228220057120325,-3.6054305355673932,-0.3352371637988938,0.1433699957399823,-0.01031779296568644,0.011346573354787759,0.9895503235020132
